P1 work time,P2 work time,P1 crit time,P2 crit time,P1 inc,P2 inc,time
0.00010, 0.00050, 0.00050, 0.00050, 2.00000, 1.00000, 0.112658
0.00010, 0.00050, 0.00050, 0.00050, 3.00000, 1.00000, 0.119793
0.00010, 0.00050, 0.00050, 0.00050, 4.00000, 1.00000, 0.128239
0.00010, 0.00050, 0.00050, 0.00050, 5.00000, 1.00000, 0.137341
0.00010, 0.00050, 0.00050, 0.00050, 1.00000, 2.00000, 0.104548
0.00010, 0.00050, 0.00050, 0.00050, 2.00000, 2.00000, 0.112646
0.00010, 0.00050, 0.00050, 0.00050, 3.00000, 2.00000, 0.116730
0.00010, 0.00050, 0.00050, 0.00050, 4.00000, 2.00000, 0.126693
0.00010, 0.00050, 0.00050, 0.00050, 5.00000, 2.00000, 0.133570
0.00010, 0.00050, 0.00050, 0.00050, 1.00000, 3.00000, 0.104082
0.00010, 0.00050, 0.00050, 0.00050, 2.00000, 3.00000, 0.115514
0.00010, 0.00050, 0.00050, 0.00050, 3.00000, 3.00000, 0.118375
0.00010, 0.00050, 0.00050, 0.00050, 4.00000, 3.00000, 0.127235
0.00010, 0.00050, 0.00050, 0.00050, 5.00000, 3.00000, 0.137326
0.00010, 0.00050, 0.00050, 0.00050, 1.00000, 4.00000, 0.105345
0.00010, 0.00050, 0.00050, 0.00050, 2.00000, 4.00000, 0.113791
0.00010, 0.00050, 0.00050, 0.00050, 3.00000, 4.00000, 0.120237
0.00010, 0.00050, 0.00050, 0.00050, 4.00000, 4.00000, 0.127729
0.00010, 0.00050, 0.00050, 0.00050, 5.00000, 4.00000, 0.132714
0.00010, 0.00050, 0.00050, 0.00050, 1.00000, 5.00000, 0.101687
0.00010, 0.00050, 0.00050, 0.00050, 2.00000, 5.00000, 0.109723
0.00010, 0.00050, 0.00050, 0.00050, 3.00000, 5.00000, 0.123489
0.00010, 0.00050, 0.00050, 0.00050, 4.00000, 5.00000, 0.126768
0.00010, 0.00050, 0.00050, 0.00050, 5.00000, 5.00000, 0.135756
0.00010, 0.00050, 0.00050, 0.00090, 1.00000, 1.00000, 0.111233
0.00010, 0.00050, 0.00050, 0.00090, 2.00000, 1.00000, 0.126928
0.00010, 0.00050, 0.00050, 0.00090, 3.00000, 1.00000, 0.132045
0.00010, 0.00050, 0.00050, 0.00090, 4.00000, 1.00000, 0.142295
0.00010, 0.00050, 0.00050, 0.00090, 5.00000, 1.00000, 0.151197
0.00010, 0.00050, 0.00050, 0.00090, 1.00000, 2.00000, 0.118387
0.00010, 0.00050, 0.00050, 0.00090, 2.00000, 2.00000, 0.125057
0.00010, 0.00050, 0.00050, 0.00090, 3.00000, 2.00000, 0.131133
0.00010, 0.00050, 0.00050, 0.00090, 4.00000, 2.00000, 0.138176
0.00010, 0.00050, 0.00050, 0.00090, 5.00000, 2.00000, 0.148817
0.00010, 0.00050, 0.00050, 0.00090, 1.00000, 3.00000, 0.119995
0.00010, 0.00050, 0.00050, 0.00090, 2.00000, 3.00000, 0.122750
0.00010, 0.00050, 0.00050, 0.00090, 3.00000, 3.00000, 0.137753
0.00010, 0.00050, 0.00050, 0.00090, 4.00000, 3.00000, 0.141402
0.00010, 0.00050, 0.00050, 0.00090, 5.00000, 3.00000, 0.144666
0.00010, 0.00050, 0.00050, 0.00090, 1.00000, 4.00000, 0.118128
0.00010, 0.00050, 0.00050, 0.00090, 2.00000, 4.00000, 0.125029
0.00010, 0.00050, 0.00050, 0.00090, 3.00000, 4.00000, 0.134692
0.00010, 0.00050, 0.00050, 0.00090, 4.00000, 4.00000, 0.142040
0.00010, 0.00050, 0.00050, 0.00090, 5.00000, 4.00000, 0.147726
0.00010, 0.00050, 0.00050, 0.00090, 1.00000, 5.00000, 0.117110
0.00010, 0.00050, 0.00050, 0.00090, 2.00000, 5.00000, 0.125643
0.00010, 0.00050, 0.00050, 0.00090, 3.00000, 5.00000, 0.131695
0.00010, 0.00050, 0.00050, 0.00090, 4.00000, 5.00000, 0.137215
0.00010, 0.00050, 0.00050, 0.00090, 5.00000, 5.00000, 0.145983
0.00010, 0.00050, 0.00090, 0.00010, 1.00000, 1.00000, 0.119401
0.00010, 0.00050, 0.00090, 0.00010, 2.00000, 1.00000, 0.120253
0.00010, 0.00050, 0.00090, 0.00010, 3.00000, 1.00000, 0.135883
0.00010, 0.00050, 0.00090, 0.00010, 4.00000, 1.00000, 0.142534
0.00010, 0.00050, 0.00090, 0.00010, 5.00000, 1.00000, 0.137731
0.00010, 0.00050, 0.00090, 0.00010, 1.00000, 2.00000, 0.115083
0.00010, 0.00050, 0.00090, 0.00010, 2.00000, 2.00000, 0.127117
0.00010, 0.00050, 0.00090, 0.00010, 3.00000, 2.00000, 0.128207
0.00010, 0.00050, 0.00090, 0.00010, 4.00000, 2.00000, 0.141894
0.00010, 0.00050, 0.00090, 0.00010, 5.00000, 2.00000, 0.144726
0.00010, 0.00050, 0.00090, 0.00010, 1.00000, 3.00000, 0.124458
0.00010, 0.00050, 0.00090, 0.00010, 2.00000, 3.00000, 0.128813
0.00010, 0.00050, 0.00090, 0.00010, 3.00000, 3.00000, 0.127539
0.00010, 0.00050, 0.00090, 0.00010, 4.00000, 3.00000, 0.134016
0.00010, 0.00050, 0.00090, 0.00010, 5.00000, 3.00000, 0.141731
0.00010, 0.00050, 0.00090, 0.00010, 1.00000, 4.00000, 0.121610
0.00010, 0.00050, 0.00090, 0.00010, 2.00000, 4.00000, 0.123383
0.00010, 0.00050, 0.00090, 0.00010, 3.00000, 4.00000, 0.135939
0.00010, 0.00050, 0.00090, 0.00010, 4.00000, 4.00000, 0.142202
0.00010, 0.00050, 0.00090, 0.00010, 5.00000, 4.00000, 0.148521
0.00010, 0.00050, 0.00090, 0.00010, 1.00000, 5.00000, 0.124015
0.00010, 0.00050, 0.00090, 0.00010, 2.00000, 5.00000, 0.128724
0.00010, 0.00050, 0.00090, 0.00010, 3.00000, 5.00000, 0.136237
0.00010, 0.00050, 0.00090, 0.00010, 4.00000, 5.00000, 0.141135
0.00010, 0.00050, 0.00090, 0.00010, 5.00000, 5.00000, 0.144111
0.00010, 0.00050, 0.00090, 0.00050, 1.00000, 1.00000, 0.138846
0.00010, 0.00050, 0.00090, 0.00050, 2.00000, 1.00000, 0.152020
0.00010, 0.00050, 0.00090, 0.00050, 3.00000, 1.00000, 0.163342
0.00010, 0.00050, 0.00090, 0.00050, 4.00000, 1.00000, 0.168108
0.00010, 0.00050, 0.00090, 0.00050, 5.00000, 1.00000, 0.169711
0.00010, 0.00050, 0.00090, 0.00050, 1.00000, 2.00000, 0.152969
0.00010, 0.00050, 0.00090, 0.00050, 2.00000, 2.00000, 0.153476
0.00010, 0.00050, 0.00090, 0.00050, 3.00000, 2.00000, 0.159332
0.00010, 0.00050, 0.00090, 0.00050, 4.00000, 2.00000, 0.167717
0.00010, 0.00050, 0.00090, 0.00050, 5.00000, 2.00000, 0.176392
0.00010, 0.00050, 0.00090, 0.00050, 1.00000, 3.00000, 0.148738
0.00010, 0.00050, 0.00090, 0.00050, 2.00000, 3.00000, 0.154829
0.00010, 0.00050, 0.00090, 0.00050, 3.00000, 3.00000, 0.161565
0.00010, 0.00050, 0.00090, 0.00050, 4.00000, 3.00000, 0.160644
0.00010, 0.00050, 0.00090, 0.00050, 5.00000, 3.00000, 0.169086
0.00010, 0.00050, 0.00090, 0.00050, 1.00000, 4.00000, 0.149856
0.00010, 0.00050, 0.00090, 0.00050, 2.00000, 4.00000, 0.149174
0.00010, 0.00050, 0.00090, 0.00050, 3.00000, 4.00000, 0.161533
0.00010, 0.00050, 0.00090, 0.00050, 4.00000, 4.00000, 0.169117
0.00010, 0.00050, 0.00090, 0.00050, 5.00000, 4.00000, 0.173808
0.00010, 0.00050, 0.00090, 0.00050, 1.00000, 5.00000, 0.144182
0.00010, 0.00050, 0.00090, 0.00050, 2.00000, 5.00000, 0.151585
0.00010, 0.00050, 0.00090, 0.00050, 3.00000, 5.00000, 0.159836
0.00010, 0.00050, 0.00090, 0.00050, 4.00000, 5.00000, 0.169313
0.00010, 0.00050, 0.00090, 0.00050, 5.00000, 5.00000, 0.176476
0.00010, 0.00050, 0.00090, 0.00090, 1.00000, 1.00000, 0.148111
0.00010, 0.00050, 0.00090, 0.00090, 2.00000, 1.00000, 0.136033
0.00010, 0.00050, 0.00090, 0.00090, 3.00000, 1.00000, 0.130066
0.00010, 0.00050, 0.00090, 0.00090, 4.00000, 1.00000, 0.135085
0.00010, 0.00050, 0.00090, 0.00090, 5.00000, 1.00000, 0.141020
0.00010, 0.00050, 0.00090, 0.00090, 1.00000, 2.00000, 0.108290
0.00010, 0.00050, 0.00090, 0.00090, 2.00000, 2.00000, 0.108662
0.00010, 0.00050, 0.00090, 0.00090, 3.00000, 2.00000, 0.115749
0.00010, 0.00050, 0.00090, 0.00090, 4.00000, 2.00000, 0.119985
0.00010, 0.00050, 0.00090, 0.00090, 5.00000, 2.00000, 0.130359
0.00010, 0.00050, 0.00090, 0.00090, 1.00000, 3.00000, 0.100674
0.00010, 0.00050, 0.00090, 0.00090, 2.00000, 3.00000, 0.106541
0.00010, 0.00050, 0.00090, 0.00090, 3.00000, 3.00000, 0.108921
0.00010, 0.00050, 0.00090, 0.00090, 4.00000, 3.00000, 0.121324
0.00010, 0.00050, 0.00090, 0.00090, 5.00000, 3.00000, 0.125280
0.00010, 0.00050, 0.00090, 0.00090, 1.00000, 4.00000, 0.094940
0.00010, 0.00050, 0.00090, 0.00090, 2.00000, 4.00000, 0.099229
0.00010, 0.00050, 0.00090, 0.00090, 3.00000, 4.00000, 0.106497
0.00010, 0.00050, 0.00090, 0.00090, 4.00000, 4.00000, 0.113004
0.00010, 0.00050, 0.00090, 0.00090, 5.00000, 4.00000, 0.114637
0.00010, 0.00050, 0.00090, 0.00090, 1.00000, 5.00000, 0.090567
0.00010, 0.00050, 0.00090, 0.00090, 2.00000, 5.00000, 0.093229
0.00010, 0.00050, 0.00090, 0.00090, 3.00000, 5.00000, 0.099649
0.00010, 0.00050, 0.00090, 0.00090, 4.00000, 5.00000, 0.112128
0.00010, 0.00050, 0.00090, 0.00090, 5.00000, 5.00000, 0.117847
0.00010, 0.00090, 0.00010, 0.00010, 1.00000, 1.00000, 0.086191
0.00010, 0.00090, 0.00010, 0.00010, 2.00000, 1.00000, 0.093468
0.00010, 0.00090, 0.00010, 0.00010, 3.00000, 1.00000, 0.100973
0.00010, 0.00090, 0.00010, 0.00010, 4.00000, 1.00000, 0.106779
0.00010, 0.00090, 0.00010, 0.00010, 5.00000, 1.00000, 0.112908
0.00010, 0.00090, 0.00010, 0.00010, 1.00000, 2.00000, 0.084338
0.00010, 0.00090, 0.00010, 0.00010, 2.00000, 2.00000, 0.092999
0.00010, 0.00090, 0.00010, 0.00010, 3.00000, 2.00000, 0.095080
0.00010, 0.00090, 0.00010, 0.00010, 4.00000, 2.00000, 0.109198
0.00010, 0.00090, 0.00010, 0.00010, 5.00000, 2.00000, 0.115611
0.00010, 0.00090, 0.00010, 0.00010, 1.00000, 3.00000, 0.083443
0.00010, 0.00090, 0.00010, 0.00010, 2.00000, 3.00000, 0.094287
0.00010, 0.00090, 0.00010, 0.00010, 3.00000, 3.00000, 0.104842
0.00010, 0.00090, 0.00010, 0.00010, 4.00000, 3.00000, 0.106297
0.00010, 0.00090, 0.00010, 0.00010, 5.00000, 3.00000, 0.118149
0.00010, 0.00090, 0.00010, 0.00010, 1.00000, 4.00000, 0.087103
0.00010, 0.00090, 0.00010, 0.00010, 2.00000, 4.00000, 0.089671
0.00010, 0.00090, 0.00010, 0.00010, 3.00000, 4.00000, 0.104422
0.00010, 0.00090, 0.00010, 0.00010, 4.00000, 4.00000, 0.110452
0.00010, 0.00090, 0.00010, 0.00010, 5.00000, 4.00000, 0.113576
0.00010, 0.00090, 0.00010, 0.00010, 1.00000, 5.00000, 0.084643
0.00010, 0.00090, 0.00010, 0.00010, 2.00000, 5.00000, 0.093161
0.00010, 0.00090, 0.00010, 0.00010, 3.00000, 5.00000, 0.102357
0.00010, 0.00090, 0.00010, 0.00010, 4.00000, 5.00000, 0.107668
0.00010, 0.00090, 0.00010, 0.00010, 5.00000, 5.00000, 0.110982
0.00010, 0.00090, 0.00010, 0.00050, 1.00000, 1.00000, 0.100732
0.00010, 0.00090, 0.00010, 0.00050, 2.00000, 1.00000, 0.109021
0.00010, 0.00090, 0.00010, 0.00050, 3.00000, 1.00000, 0.115469
0.00010, 0.00090, 0.00010, 0.00050, 4.00000, 1.00000, 0.122759
0.00010, 0.00090, 0.00010, 0.00050, 5.00000, 1.00000, 0.126465
0.00010, 0.00090, 0.00010, 0.00050, 1.00000, 2.00000, 0.093325
0.00010, 0.00090, 0.00010, 0.00050, 2.00000, 2.00000, 0.106446
0.00010, 0.00090, 0.00010, 0.00050, 3.00000, 2.00000, 0.115605
0.00010, 0.00090, 0.00010, 0.00050, 4.00000, 2.00000, 0.117643
0.00010, 0.00090, 0.00010, 0.00050, 5.00000, 2.00000, 0.131390
0.00010, 0.00090, 0.00010, 0.00050, 1.00000, 3.00000, 0.099690
0.00010, 0.00090, 0.00010, 0.00050, 2.00000, 3.00000, 0.106729
0.00010, 0.00090, 0.00010, 0.00050, 3.00000, 3.00000, 0.118400
0.00010, 0.00090, 0.00010, 0.00050, 4.00000, 3.00000, 0.121474
0.00010, 0.00090, 0.00010, 0.00050, 5.00000, 3.00000, 0.126074
0.00010, 0.00090, 0.00010, 0.00050, 1.00000, 4.00000, 0.095138
0.00010, 0.00090, 0.00010, 0.00050, 2.00000, 4.00000, 0.106901
0.00010, 0.00090, 0.00010, 0.00050, 3.00000, 4.00000, 0.115546
0.00010, 0.00090, 0.00010, 0.00050, 4.00000, 4.00000, 0.118954
0.00010, 0.00090, 0.00010, 0.00050, 5.00000, 4.00000, 0.127958
0.00010, 0.00090, 0.00010, 0.00050, 1.00000, 5.00000, 0.096496
0.00010, 0.00090, 0.00010, 0.00050, 2.00000, 5.00000, 0.107739
0.00010, 0.00090, 0.00010, 0.00050, 3.00000, 5.00000, 0.116658
0.00010, 0.00090, 0.00010, 0.00050, 4.00000, 5.00000, 0.119642
0.00010, 0.00090, 0.00010, 0.00050, 5.00000, 5.00000, 0.127046
0.00010, 0.00090, 0.00010, 0.00090, 1.00000, 1.00000, 0.108760
0.00010, 0.00090, 0.00010, 0.00090, 2.00000, 1.00000, 0.115707
0.00010, 0.00090, 0.00010, 0.00090, 3.00000, 1.00000, 0.126252
0.00010, 0.00090, 0.00010, 0.00090, 4.00000, 1.00000, 0.131973
0.00010, 0.00090, 0.00010, 0.00090, 5.00000, 1.00000, 0.140716
0.00010, 0.00090, 0.00010, 0.00090, 1.00000, 2.00000, 0.107295
0.00010, 0.00090, 0.00010, 0.00090, 2.00000, 2.00000, 0.119408
0.00010, 0.00090, 0.00010, 0.00090, 3.00000, 2.00000, 0.131935
0.00010, 0.00090, 0.00010, 0.00090, 4.00000, 2.00000, 0.131264
0.00010, 0.00090, 0.00010, 0.00090, 5.00000, 2.00000, 0.140692
0.00010, 0.00090, 0.00010, 0.00090, 1.00000, 3.00000, 0.110911
0.00010, 0.00090, 0.00010, 0.00090, 2.00000, 3.00000, 0.122247
0.00010, 0.00090, 0.00010, 0.00090, 3.00000, 3.00000, 0.125629
0.00010, 0.00090, 0.00010, 0.00090, 4.00000, 3.00000, 0.135165
0.00010, 0.00090, 0.00010, 0.00090, 5.00000, 3.00000, 0.138071
0.00010, 0.00090, 0.00010, 0.00090, 1.00000, 4.00000, 0.108622
0.00010, 0.00090, 0.00010, 0.00090, 2.00000, 4.00000, 0.119159
0.00010, 0.00090, 0.00010, 0.00090, 3.00000, 4.00000, 0.130708
0.00010, 0.00090, 0.00010, 0.00090, 4.00000, 4.00000, 0.134682
0.00010, 0.00090, 0.00010, 0.00090, 5.00000, 4.00000, 0.141842
0.00010, 0.00090, 0.00010, 0.00090, 1.00000, 5.00000, 0.111339
0.00010, 0.00090, 0.00010, 0.00090, 2.00000, 5.00000, 0.120756
0.00010, 0.00090, 0.00010, 0.00090, 3.00000, 5.00000, 0.122263
0.00010, 0.00090, 0.00010, 0.00090, 4.00000, 5.00000, 0.136851
0.00010, 0.00090, 0.00010, 0.00090, 5.00000, 5.00000, 0.141026
0.00010, 0.00090, 0.00050, 0.00010, 1.00000, 1.00000, 0.110451
0.00010, 0.00090, 0.00050, 0.00010, 2.00000, 1.00000, 0.119367
0.00010, 0.00090, 0.00050, 0.00010, 3.00000, 1.00000, 0.128580
0.00010, 0.00090, 0.00050, 0.00010, 4.00000, 1.00000, 0.137103
0.00010, 0.00090, 0.00050, 0.00010, 5.00000, 1.00000, 0.144637
0.00010, 0.00090, 0.00050, 0.00010, 1.00000, 2.00000, 0.110278
0.00010, 0.00090, 0.00050, 0.00010, 2.00000, 2.00000, 0.118943
0.00010, 0.00090, 0.00050, 0.00010, 3.00000, 2.00000, 0.129619
0.00010, 0.00090, 0.00050, 0.00010, 4.00000, 2.00000, 0.134996
0.00010, 0.00090, 0.00050, 0.00010, 5.00000, 2.00000, 0.139170
0.00010, 0.00090, 0.00050, 0.00010, 1.00000, 3.00000, 0.110395
0.00010, 0.00090, 0.00050, 0.00010, 2.00000, 3.00000, 0.113670
0.00010, 0.00090, 0.00050, 0.00010, 3.00000, 3.00000, 0.120366
0.00010, 0.00090, 0.00050, 0.00010, 4.00000, 3.00000, 0.136060
0.00010, 0.00090, 0.00050, 0.00010, 5.00000, 3.00000, 0.140090
0.00010, 0.00090, 0.00050, 0.00010, 1.00000, 4.00000, 0.113011
0.00010, 0.00090, 0.00050, 0.00010, 2.00000, 4.00000, 0.115269
0.00010, 0.00090, 0.00050, 0.00010, 3.00000, 4.00000, 0.128993
0.00010, 0.00090, 0.00050, 0.00010, 4.00000, 4.00000, 0.138512
0.00010, 0.00090, 0.00050, 0.00010, 5.00000, 4.00000, 0.144454
0.00010, 0.00090, 0.00050, 0.00010, 1.00000, 5.00000, 0.113442
0.00010, 0.00090, 0.00050, 0.00010, 2.00000, 5.00000, 0.120983
0.00010, 0.00090, 0.00050, 0.00010, 3.00000, 5.00000, 0.129607
0.00010, 0.00090, 0.00050, 0.00010, 4.00000, 5.00000, 0.134462
0.00010, 0.00090, 0.00050, 0.00010, 5.00000, 5.00000, 0.144804
0.00010, 0.00090, 0.00050, 0.00050, 1.00000, 1.00000, 0.128107
0.00010, 0.00090, 0.00050, 0.00050, 2.00000, 1.00000, 0.136199
0.00010, 0.00090, 0.00050, 0.00050, 3.00000, 1.00000, 0.137896
0.00010, 0.00090, 0.00050, 0.00050, 4.00000, 1.00000, 0.146899
0.00010, 0.00090, 0.00050, 0.00050, 5.00000, 1.00000, 0.159260
0.00010, 0.00090, 0.00050, 0.00050, 1.00000, 2.00000, 0.124368
0.00010, 0.00090, 0.00050, 0.00050, 2.00000, 2.00000, 0.133799
0.00010, 0.00090, 0.00050, 0.00050, 3.00000, 2.00000, 0.140559
0.00010, 0.00090, 0.00050, 0.00050, 4.00000, 2.00000, 0.151296
0.00010, 0.00090, 0.00050, 0.00050, 5.00000, 2.00000, 0.160579
0.00010, 0.00090, 0.00050, 0.00050, 1.00000, 3.00000, 0.127807
0.00010, 0.00090, 0.00050, 0.00050, 2.00000, 3.00000, 0.133735
0.00010, 0.00090, 0.00050, 0.00050, 3.00000, 3.00000, 0.141168
0.00010, 0.00090, 0.00050, 0.00050, 4.00000, 3.00000, 0.147746
0.00010, 0.00090, 0.00050, 0.00050, 5.00000, 3.00000, 0.156758
0.00010, 0.00090, 0.00050, 0.00050, 1.00000, 4.00000, 0.122995
0.00010, 0.00090, 0.00050, 0.00050, 2.00000, 4.00000, 0.132504
0.00010, 0.00090, 0.00050, 0.00050, 3.00000, 4.00000, 0.143103
0.00010, 0.00090, 0.00050, 0.00050, 4.00000, 4.00000, 0.150129
0.00010, 0.00090, 0.00050, 0.00050, 5.00000, 4.00000, 0.155822
0.00010, 0.00090, 0.00050, 0.00050, 1.00000, 5.00000, 0.128431
0.00010, 0.00090, 0.00050, 0.00050, 2.00000, 5.00000, 0.133070
0.00010, 0.00090, 0.00050, 0.00050, 3.00000, 5.00000, 0.143825
0.00010, 0.00090, 0.00050, 0.00050, 4.00000, 5.00000, 0.146471
0.00010, 0.00090, 0.00050, 0.00050, 5.00000, 5.00000, 0.158182
0.00010, 0.00090, 0.00050, 0.00090, 1.00000, 1.00000, 0.135691
0.00010, 0.00090, 0.00050, 0.00090, 2.00000, 1.00000, 0.148422
0.00010, 0.00090, 0.00050, 0.00090, 3.00000, 1.00000, 0.150837
0.00010, 0.00090, 0.00050, 0.00090, 4.00000, 1.00000, 0.162143
0.00010, 0.00090, 0.00050, 0.00090, 5.00000, 1.00000, 0.165551
0.00010, 0.00090, 0.00050, 0.00090, 1.00000, 2.00000, 0.135155
0.00010, 0.00090, 0.00050, 0.00090, 2.00000, 2.00000, 0.142964
0.00010, 0.00090, 0.00050, 0.00090, 3.00000, 2.00000, 0.153230
0.00010, 0.00090, 0.00050, 0.00090, 4.00000, 2.00000, 0.162065
0.00010, 0.00090, 0.00050, 0.00090, 5.00000, 2.00000, 0.167295
0.00010, 0.00090, 0.00050, 0.00090, 1.00000, 3.00000, 0.139278
0.00010, 0.00090, 0.00050, 0.00090, 2.00000, 3.00000, 0.140638
0.00010, 0.00090, 0.00050, 0.00090, 3.00000, 3.00000, 0.159304
0.00010, 0.00090, 0.00050, 0.00090, 4.00000, 3.00000, 0.171696
0.00010, 0.00090, 0.00050, 0.00090, 5.00000, 3.00000, 0.183033
0.00010, 0.00090, 0.00050, 0.00090, 1.00000, 4.00000, 0.155222
0.00010, 0.00090, 0.00050, 0.00090, 2.00000, 4.00000, 0.158503
0.00010, 0.00090, 0.00050, 0.00090, 3.00000, 4.00000, 0.147400
0.00010, 0.00090, 0.00050, 0.00090, 4.00000, 4.00000, 0.159852
0.00010, 0.00090, 0.00050, 0.00090, 5.00000, 4.00000, 0.164268
0.00010, 0.00090, 0.00050, 0.00090, 1.00000, 5.00000, 0.148149
0.00010, 0.00090, 0.00050, 0.00090, 2.00000, 5.00000, 0.153290
0.00010, 0.00090, 0.00050, 0.00090, 3.00000, 5.00000, 0.161021
0.00010, 0.00090, 0.00050, 0.00090, 4.00000, 5.00000, 0.175060
0.00010, 0.00090, 0.00050, 0.00090, 5.00000, 5.00000, 0.178639
0.00010, 0.00090, 0.00090, 0.00010, 1.00000, 1.00000, 0.160068
0.00010, 0.00090, 0.00090, 0.00010, 2.00000, 1.00000, 0.157268
0.00010, 0.00090, 0.00090, 0.00010, 3.00000, 1.00000, 0.162668
0.00010, 0.00090, 0.00090, 0.00010, 4.00000, 1.00000, 0.181272
0.00010, 0.00090, 0.00090, 0.00010, 5.00000, 1.00000, 0.181552
0.00010, 0.00090, 0.00090, 0.00010, 1.00000, 2.00000, 0.152174
0.00010, 0.00090, 0.00090, 0.00010, 2.00000, 2.00000, 0.163637
0.00010, 0.00090, 0.00090, 0.00010, 3.00000, 2.00000, 0.167071
0.00010, 0.00090, 0.00090, 0.00010, 4.00000, 2.00000, 0.181610
0.00010, 0.00090, 0.00090, 0.00010, 5.00000, 2.00000, 0.179204
0.00010, 0.00090, 0.00090, 0.00010, 1.00000, 3.00000, 0.158351
0.00010, 0.00090, 0.00090, 0.00010, 2.00000, 3.00000, 0.162052
0.00010, 0.00090, 0.00090, 0.00010, 3.00000, 3.00000, 0.159561
0.00010, 0.00090, 0.00090, 0.00010, 4.00000, 3.00000, 0.177030
0.00010, 0.00090, 0.00090, 0.00010, 5.00000, 3.00000, 0.187187
0.00010, 0.00090, 0.00090, 0.00010, 1.00000, 4.00000, 0.153041
0.00010, 0.00090, 0.00090, 0.00010, 2.00000, 4.00000, 0.160016
0.00010, 0.00090, 0.00090, 0.00010, 3.00000, 4.00000, 0.175476
0.00010, 0.00090, 0.00090, 0.00010, 4.00000, 4.00000, 0.170301
0.00010, 0.00090, 0.00090, 0.00010, 5.00000, 4.00000, 0.182273
0.00010, 0.00090, 0.00090, 0.00010, 1.00000, 5.00000, 0.154734
0.00010, 0.00090, 0.00090, 0.00010, 2.00000, 5.00000, 0.166952
0.00010, 0.00090, 0.00090, 0.00010, 3.00000, 5.00000, 0.171812
0.00010, 0.00090, 0.00090, 0.00010, 4.00000, 5.00000, 0.181656
0.00010, 0.00090, 0.00090, 0.00010, 5.00000, 5.00000, 0.180583
0.00010, 0.00090, 0.00090, 0.00050, 1.00000, 1.00000, 0.168135
0.00010, 0.00090, 0.00090, 0.00050, 2.00000, 1.00000, 0.162580
0.00010, 0.00090, 0.00090, 0.00050, 3.00000, 1.00000, 0.172495
0.00010, 0.00090, 0.00090, 0.00050, 4.00000, 1.00000, 0.159829
0.00010, 0.00090, 0.00090, 0.00050, 5.00000, 1.00000, 0.170701
0.00010, 0.00090, 0.00090, 0.00050, 1.00000, 2.00000, 0.137093
0.00010, 0.00090, 0.00090, 0.00050, 2.00000, 2.00000, 0.144831
0.00010, 0.00090, 0.00090, 0.00050, 3.00000, 2.00000, 0.140633
0.00010, 0.00090, 0.00090, 0.00050, 4.00000, 2.00000, 0.151944
0.00010, 0.00090, 0.00090, 0.00050, 5.00000, 2.00000, 0.149152
0.00010, 0.00090, 0.00090, 0.00050, 1.00000, 3.00000, 0.129016
0.00010, 0.00090, 0.00090, 0.00050, 2.00000, 3.00000, 0.131980
0.00010, 0.00090, 0.00090, 0.00050, 3.00000, 3.00000, 0.140311
0.00010, 0.00090, 0.00090, 0.00050, 4.00000, 3.00000, 0.152235
0.00010, 0.00090, 0.00090, 0.00050, 5.00000, 3.00000, 0.155686
0.00010, 0.00090, 0.00090, 0.00050, 1.00000, 4.00000, 0.125881
0.00010, 0.00090, 0.00090, 0.00050, 2.00000, 4.00000, 0.125696
0.00010, 0.00090, 0.00090, 0.00050, 3.00000, 4.00000, 0.129956
0.00010, 0.00090, 0.00090, 0.00050, 4.00000, 4.00000, 0.139612
0.00010, 0.00090, 0.00090, 0.00050, 5.00000, 4.00000, 0.139887
0.00010, 0.00090, 0.00090, 0.00050, 1.00000, 5.00000, 0.109215
0.00010, 0.00090, 0.00090, 0.00050, 2.00000, 5.00000, 0.115611
0.00010, 0.00090, 0.00090, 0.00050, 3.00000, 5.00000, 0.119683
0.00010, 0.00090, 0.00090, 0.00050, 4.00000, 5.00000, 0.126643
0.00010, 0.00090, 0.00090, 0.00050, 5.00000, 5.00000, 0.132917
0.00010, 0.00090, 0.00090, 0.00090, 1.00000, 1.00000, 0.106502
0.00010, 0.00090, 0.00090, 0.00090, 2.00000, 1.00000, 0.106943
0.00010, 0.00090, 0.00090, 0.00090, 3.00000, 1.00000, 0.113929
0.00010, 0.00090, 0.00090, 0.00090, 4.00000, 1.00000, 0.124766
0.00010, 0.00090, 0.00090, 0.00090, 5.00000, 1.00000, 0.125845
0.00010, 0.00090, 0.00090, 0.00090, 1.00000, 2.00000, 0.100801
0.00010, 0.00090, 0.00090, 0.00090, 2.00000, 2.00000, 0.105896
0.00010, 0.00090, 0.00090, 0.00090, 3.00000, 2.00000, 0.112394
0.00010, 0.00090, 0.00090, 0.00090, 4.00000, 2.00000, 0.120789
0.00010, 0.00090, 0.00090, 0.00090, 5.00000, 2.00000, 0.129388
0.00010, 0.00090, 0.00090, 0.00090, 1.00000, 3.00000, 0.103307
0.00010, 0.00090, 0.00090, 0.00090, 2.00000, 3.00000, 0.104966
0.00010, 0.00090, 0.00090, 0.00090, 3.00000, 3.00000, 0.112686
0.00010, 0.00090, 0.00090, 0.00090, 4.00000, 3.00000, 0.124236
0.00010, 0.00090, 0.00090, 0.00090, 5.00000, 3.00000, 0.130399
0.00010, 0.00090, 0.00090, 0.00090, 1.00000, 4.00000, 0.104257
